StepId,RecipeId,StepNumber,StepText
8079,2051,2,"Cơm trộn với nước tương và tạo hình bé thỏ nâu, thêm rong biển trang trí"
8080,2052,1,"Giá mua về làm rạch, bỏ những miếng hỏng, để ráo Tàu hũ rửa sạch, để ráo cắt từng miếng vuông nhỏ Kim chi cắt từng miếng vừa ăn Hành tím băm nhuyễn"
8081,2052,2,"Cho dầu vào đảo thơm với hành tím băm nhuyễn rồi cho kim chi vào đảo sơ rồi cho 1 bát nước vào —> cho nước kim chi vô —> cho 2 mc nước mắm, 2 mc hạt nêm, 2 mc đường nêm nếm cho vừa vị —> cho đậu hũ vô nấu sôi rồi tắt bếp"
8082,2052,3,Sau khi tắt bếp mình cho giá đậu nành vô thêm chút hành lá cho ra bát và thưởng thức
8083,2053,1,"Xoa đều sốt BBQ lên 2 mặt ba chỉ bò để 15 phút. Nấm kim châm cắt gốc, rửa nhẹ tay, rồi ngâm với dấm và muối trong 5 phút, bỏ ra rổ rửa sạch, để ráo. Nhớ đừng làm lộn xộn lát khó cuộn ba chỉ nha!"
8084,2053,2,"Lấy 1 lượng nấm nhỏ, cắt đôi dải ba chỉ rồi cuộn xung quanh nấm. Khi ăn cho bò nấm vào nckd để 200 độ 10 phút, lật bò và để thêm 5 phút nữa. Ăn cùng sốt chấm thịt nướng (mua ở các siêu thị) rất ngon."
8085,2054,1,Ruốc khô cho vô thau nước xả sơ rồi vớt ra.Bắc nồi với xíu dầu ăn phi thơm củ hành tím cho ruốc lên xào thơm.
8086,2054,2,"Khế, cà chua,hành ngò rửa sạch Đổ lên nồi ruốc vừa xào 1 tô nước sôi, nêm 1 muỗng cà phê hạt nêm, xíu nước mắm, bột ngọt, cho khế, cà chua cắt lát lên nấu sôi rồi nêm nếm cho vừa ăn. Thêm xíu tiêu, hành ngò cho thơm"
8087,2055,1,"Sườn heo bóp muối rửa sạch, chặt từng cục nhỏ vừa ăn."
8088,2055,2,"Ướp hạt nêm, muối và chút nước mắm cho thấm 10p"
8089,2055,3,Phi thơm hành tím rồi cho sườn heo vào xào săn lại. Thêm nước vào.
8090,2055,4,Nấu sôi lên thì hạ lửa nhở và hớt bọt cho nước được trong
8091,2055,5,Thả chà là vào nấu cùng sườn cho ra chất ngọt. Nêm gia vị cho nước được vừa ăn. Nêm sao cho nhẹ nhàng đừng đậm vị quá là được
8092,2055,6,Múc ra tô và trình bày
8093,2056,1,Cá thu chiên chín vàng gắp riêng ra đĩa.
8094,2056,2,"Gừng, hành, tỏi đập dập phi thơm, cho cà chua cắt nhỏ vào với 1 thìa canh mắm. Cho chút nước sôi vào, thêm tẹo đường và gia vị thành hỗn hợp sốt vừa miệng rồi cho cá vào rim trong 15 phút."
8095,2056,3,"Lật cá qua lại để cá thấm gia vị, khi nước sốt sệt lại, cắt hành, răm, thìa là vào rồi tắt bếp rắc tiêu."
8096,2057,1,Luộc chân giò (cho hành tím vào luộc cùng) luộc khoảng 30p từ lúc nước sôi để lửa nhỏ
8097,2057,2,"Cho khoai tây vào hầm thêm một lúc đến khi khoai chín, cho hành lá vào nêm mắm muối mì chính sao cho vừa ăn"
8098,2057,3,Hoàn thành món ăn ✨
8099,2058,1,"Lòng gà trứng non rửa sạch, cắt nhỏ phần lòng gà. Phi thơm tỏi băm, cho lòng gà trứng non vào đảo săn, thêm nửa chén nước và 2mc nước mắm, ít hạt nêm"
8100,2058,2,"Đậu đũa cắt bỏ hai đầu, cắt khúc và rửa sạch, cho vào chảo xào chung"
8101,2058,3,"Đậu đũa và trứng non chín thì gắp ra dĩa, thêm tiêu xay và tỏi phi, rau ngò. Trang trí thêm bông hoa cà rốt"
8102,2059,1,"Sơ chế nguyên liệu - Gà chà muối, chanh rồi rửa lại nhiều lần nước cho sạch - Hành, tỏi băm nhỏ - Sả, ớt băm nhỏ - Nước cốt dừa nhờ người bán ép giùm"
8103,2059,2,"Ướp gà Để gà vào thố rồi ướp gia vị: 1 muỗng canh nước mắm + 2 muỗng cafe hạt nêm + 1 muỗng canh đường + 1 muỗng cafe bột ngọt + 1 muỗng cafe tiêu xay rồi trộn đều tất cả, ướp 20 phút"
8104,2059,3,Kho gà Để 1 muỗng canh dầu ăn rồi cho sả-ớt vào xào thơm xong để tô thịt gà vào xào đến khi các miếng thịt gà săn lại
8105,2059,4,"Kho gà (tiếp theo) - Gà săn thì cho nước vào ngập mặt thịt gà & kho với lửa vừa - Khi thấy nước đã rút & gà đã chín mềm thì nêm nếm lại gia vị theo khẩu vị nhà - Tiếp đến cho nước cốt dừa vào đảo đều cho thịt gà thấm quyện đến thơm béo, nước cốt dừa sôi lại thì tắt bếp"
8106,2059,5,"Thành phẩm Thịt gà thả vườn dai ngọt tự nhiên, vị đậm đà thơm nồng & cay nhẹ của sả ớt... hấp dẫn là vị béo của nước cốt dừa vừa đủ không gây ngán. Chấm cùng rau luộc hoặc rau sống vào nước kho sền sệt này rất hợp luôn Món này phải ăn nóng mới ngon nghen"
8107,2060,1,Tôm ngâm vào nước có pha 1 chút baking soda cho tôm giòn. Vớt ra để ráo rồi băm nhỏ.
8108,2060,2,"Trộn tôm vào thịt với tỏi, hành băm, 1 thìa cf mắm, trộn đều."
8109,2060,3,"Lấy chảo nước có pha 1 thìa canh dầu và 1 thìa canh dấm gạo để khử mùi bánh tráng. Gấp bánh tráng làm 4, ngâm vào nước rồi nhấc lên ngay."
8110,2060,4,"Đặt tôm thịt vào giữa bánh tráng rồi gói lại, lấy hành lá trần sơ quấn xung quanh để há cảo không bị bung khi hấp."
8111,2060,5,"Hấp ""há cảo"" trong 10-15 phút là há cảo chín. Ăn kèm với nước tương hoặc mắm giấm chua ngọt."
8112,2061,1,"Hành tây thái cau, tỏi băm nhỏ. Cà rốt gọt vỏ rửa sạch thái chéo. Cần tây cắt đầu rửa từng cọng, thái chéo."
8113,2061,2,Gà tây rửa sạch trần qua nước sôi.
8114,2061,3,"Cho hành tỏi vào xào, thơm thì cho gà tây vào. Cho thêm 1 thìa cà phê bột nêm. Chồng mình thích ăn cay. Nên cho thêm 2 quả ớt cay vào xào."
8115,2061,4,"Gà tây xào tầm 5 phút thì cho cần tây cà rốt vào đảo đều. Cho thêm 1 thìa cà phê bột nêm, 1 thìa ăn cơm xì dầu ngọt và 1 ít tiêu bắc. Xào lửa to để rau giòn. Đảo đều tay. Mình chỉ xào tầm 3 phút là thấy ok. Nếu cần tây già thì phải xào thêm thời gian."
8116,2062,1,"Đặt nồi nước luộc gà lên bếp nấu sôi lại, thêm ít nước mắm. Nước sôi cho mì lá, nấm và gà luộc vào"
8117,2062,2,"Mì chín trút ra tô, thêm hành lá và thưởng thức"
8118,2063,1,"Cá hồi rửa sạch, chiên vàng. Cá hồi rất mau chín, bạn đừng chiên kỹ quá mà làm mất màu tự nhiên của cá nha! Gừng, hành, tỏi băm nhỏ, phi thơm, cho cà chua vào với một chút mắm, nấu cho cà nhừ rồi cho cá hồi vào sốt cà chua, rim khoảng 5 phút là rắc hành, răm, thìa là cắt nhỏ vào. Lưu ý: Với cá hồi bạn không nên rim lâu nha kẻo cá sẽ bớt mềm béo."
8119,2064,1,"Gà chặt miếng vừa ăn, bóp muối rửa sạch. Phi thơm hành tím băm, cho gà vào đảo săn, thêm tiêu xay vào đảo cùng, thêm 3mc nước mắm, 1/2mcf hạt nêm, 1mcf đường, 1 ít tiêu xay, 1/2 chén nước rang cho gà chín"
8120,2064,2,"Gà chín gắp ra dĩa, thêm hành ngò trang trí"
8121,2065,1,"Thịt ướp với dầu hào, đường nâu, tiêu xay, nước tương và mè trắng, dùng tay bóp đều cho thịt thấm gia vị. Để tủ lạnh ít nhất một tiếng"
8122,2065,2,"Cho thịt vào nồi chiên không dầu nướng 160° 15 phút, đảo đều nướng thêm 10 phút nữa là xong"
8123,2066,1,"Giò heo rửa sạch, trụng sơ với nước sôi và ít gừng để khử mùi. Đun lượng nước vừa đủ ăn với giò heo, củ cải trắng, cà rốt, củ sen. Trứng cút luộc chín, bóc vỏ."
8124,2066,2,"Giò heo chín thì cho viên mọc, bò viên, trứng cút vào. Nêm nếm gia vị vừa ăn"
8125,2066,3,"Cho giá, bún tươi, hành lá, tiêu xay vào tô. Múc nước lèo sôi vào, ăn kèm với chanh, ớt, nước mắm cho đủ vị thơm ngon ạ"
8126,2067,1,"Lá chùm ruột mình lấy đọt non sẽ không dai, tuốt như rau ngót vậy. Sau đó rửa sạch cắt nhỏ sơ sơ."
8127,2067,2,"Thịt xay ướp 1/4 mcf nước mắm, 1 nhúm tiêu xay, hành tím băm. Phi thơm hành tím xào chín"
8128,2067,3,Thêm lá chùm ruột vào đảo đều. Thêm 1 muỗng canh nước xào thêm 3 phút cho chín. Bước này nêm thêm 1/2 mcf nước mắm cho vừa miệng. Trút ra đĩa rắc tiêu xay.
8129,2068,1,Nhà sẵn bún lứt mình luộc bún chín mềm mình vớt bún ra rửa sạch với nước và để ráo Thịt rửa sạch luộc chín đem thái từng miếng vừa ăn
8130,2068,2,"Rau thơm, xà lách, dưa leo rửa sạch, để ráo cắt từng miếng vừa ăn Mắm nêm mình pha theo tỷ lệ: 3 mắm, 1 đường, xíu bột ngọt, nửa quả chanh vắt lấy nước cốt đánh đều rồi cho tỏi ớt băm vào nêm nếm cho vừa vị."
8131,2068,3,"Mình cho bún, rau, thịt, dưa leo rưới mắm nêm lên và thưởng thức"
8132,2069,1,Chuẩn bị các nguyên liệu sẵn sàng sạch sẽ để ráo.
8133,2069,2,"Nấu sôi nước cho cá thu, cà chua vào"
8134,2069,3,"Cá chín cho thêm bạc hà, cà chua tuỳ thích ăn cà chua chín mềm hay cứng mà cho vào nấu. Rồi thêm lá me vào nấu chín chuyển sang màu úa. Nêm nếm lại cho vừa khẩu vị thả tỏi phi vàng vào."
8135,2069,4,"Thả thêm lá húng quế, rau ngỗ, ăn cay thì thêm bớt là được"
8136,2070,1,"Sơ chế & tẩm ướp cá khoai - Cá khoai sạch nên chỉ cắt bỏ đầu, vây, ruột & rửa qua chanh để ráo (miệng cá khoai có những răng nhọn bén nên cắt bỏ đầu) - Cắt cá ra làm 2 rồi ướp với đầu hành lá + hành củ tím băm + muối + hạt nêm + bột ngọt + tiêu + 2 muỗng cafe dầu ăn & nước cốt nữa trái chanh để cá cứng khi nấu không bị nát (không nêm nước mắm) - Cho cá đã ướp vào hộp đựng, đậy nắp rồi để trong ngăn mát tủ lạnh 30 phút"
8137,2070,2,"Sơ chế rau nấm & chuẩn bị nguyên liệu ăn kèm - Cải bẹ xanh ngâm qua muối loãng rồi rửa lại từng lá, để ráo rồi cắt sợi - Gọt bỏ chân nấm rơm rồi ngâm qua nước muối loãng, để ráo - Hành lá, ngò rí cắt nhỏ, ớt hiểm cắt nhỏ, chanh cắt nhỏ - Hành củ tím cắt lát rồi phi vàng"
8138,2070,3,"Nấu cháo - Cho vào nồi 3 lít nước, nước sôi để gạo vo sạch vào, khi gạo đã nở hết thì để nấm rơm vào nấu chín - Cuối cùng cho cá vào nhẹ tay không khuấy, cháo sôi lại thì nêm nếm gia vị theo khẩu vị gia đình (do cá ngọt nên không nêm đường), cá khoai mau chín lắm nên vặn lửa riu riu thôi"
8139,2070,4,"Thành phẩm - Cháo cá khoai ngọt từ cá, tan mềm từ thịt... ăn cùng nước mắm dằm ớt & thêm cải bẹ xanh ăn cùng rất ngon luôn (hoặc có thể ăn như món lẩu cháo, vừa ăn vừa nhúng rau bắt lắm)"
8140,2071,1,"Thịt băm tay hoặc máy rồi ướp với ít tiêu, nước mắm, bột nêm"
8141,2071,2,"Khử thơm hành tỏi, chế nước vào nấu sôi lại"
8142,2071,3,Cắt lát củ cải hồng và cắt khúc cà rốt cho vào nồi
8143,2071,4,"Sôi lại cho thịt băm vào, vích từng viên rồi để sôi lại, hớt bọt cho nước sạch, đậy nắp lại nấu lửa nhỏ 10 phút."
8144,2071,5,"Luộc bún 2 phút không cần ngâm, bún gạo này rất nhanh chín nấu lâu quá bún sẽ chín nhão luôn, bún vừa chín cả ngay lại nước lạnh cho vào tô"
8145,2071,6,"Rắc hành lá lên tô bún, nếm lại nước lèo vừa ý"
8146,2071,7,"Chan nước lèo, thêm tiêu xay ớt xắt nếu thích ăn cay, dùng nóng."
8147,2072,1,"Thơm, cà chua rửa sạch cắt miếng. Cần tây và hành lá cắt khúc. Đặt nồi nước lên bếp, cho chả cá cắt nhỏ vào, nước sôi cho thơm cà vào"
8148,2072,2,"Nêm muối, hạt nêm, giấm, đường cho nước dùng có vị chua ngọt dịu, nước sôi lại thì cho cần tây cắt khúc vào, khuấy đều và tắt bếp"
8149,2073,1,Nấu cháo với tỉ lệ 1 thìa gạo và 4 thìa nước trong 1 tiếng là cháo chín.
8150,2073,2,Sò gấc luộc chín tách vỏ lấy phần nhân rồi đem băm nhỏ
8151,2073,3,Nấm rửa sạch thái dạng hạt lựu và xào lên với chút hành khô cho thơm
8152,2073,4,Cháo đã chín đổ ra bát trộn cùng với các nguyên liệu bên trên. Rắc thêm rong biển lên là xong.
8153,2074,1,"Gân bò ướp mắm, hạt nêm, tiêu xay vỡ khoảng 25-30p"
8154,2074,2,Cho lên bếp xào với lửa nhỏ liu riu rồi cho gừng tươi nửa củ cắt khúc vào
8155,2074,3,Đun trên lửa nhỏ 45-60p cho đến khi gân bò hơi mềm và còn độ giòn sần sật không để bị quá nhừ
8156,2074,4,Đổ ra đĩa và thêm rau mùi cắt nhỏ rắc lên trên là đã có đĩa gân bò kho gừng thơm ngon
8157,2074,5,Ăn khi còn nóng sẽ rất đưa cơm nha các bạn 🥰 chúc cả nhà ngon miệng !!
8158,2075,1,"Cho hành khô băm nhỏ, 1 miếng chao nghiền nát, sa tế, 1 thìa cf đường vào thịt trộn đều, để 15 phút."
8159,2075,2,"Đập dập 1 củ tỏi, phi thơm, cho thịt vào xào săn."
8160,2075,3,"Chế nước vừa ăn, nghiền 1 miếng chao và cho 1 thìa canh nước chao vào canh. Rau muống rửa sạch."
8161,2075,4,"Chờ canh sôi, cho rau muống vào, nêm gia vị cho vừa miệng, khi canh sôi lại khoảng 2 phút thì tắt bếp. Vì rau muống mầm non nên nhanh chín. Bạn nấu rau cọng lớn, dầy thì nấu lâu hơn nhé! Khi ăn vắt thêm 1/2 quả chanh vào canh, trộn đều. Vị chua và thơm của chanh làm canh ngon hơn mấy phần đấy bạn ạ! Lưu ý: nước canh phải ngập rau không rau sẽ thâm lại đó."
8162,2076,1,Cắt nhỏ xà lách và bào sợi cà rốt
8163,2076,2,Cắt xéo thanh cua để lên à chan sốt Caesar
8164,2076,3,Thêm ngò rí và thưởng thức
8165,2077,1,"Phi thơm đầu hành với dầu ăn, cho thịt xay vào đảo đều, tiếp đến cho bắp cải cắt mỏng vào xào chung, thêm nước và nước mắm cho chín phần rau và thịt. Cuối cùng thêm hành lá cắt nhỏ vào"
8166,2077,2,"Gắp ra dĩa, thêm tiêu xay và ít ngò trang trí"
8167,2078,1,"Rửa sạch cà rồi cắt đôi, bỏ hạt nếu không thích, cắt ngang dọc gì cũng được, cũng có thể gọt vỏ trước để khỏi bị lây vị đắng vì vỏ nó hơi đắng, mình thì làm biếng gọt nên để nguyên vậy cạp luôn."
8168,2078,2,Rắc lên một ít muối tôm nhuyễn
8169,2078,3,Măm thôi
8170,2079,1,"Sơ chế nguyên liệu: _ Đập trứng gà vô tô cơm nguội, đeo bao tay ni lông trộn đều cơm với trứng. Bọc màng bọc thực phẩm lại cho vô ngăn mát tủ lạnh đến khi nào chiên cơm mới lấy ra. _ Mực làm sạch, rửa sạch, để ráo rồi cắt hạt lựu. _ Tôm bóc sạch vỏ, bỏ đầu đuôi, rút chỉ lưng, rửa sạch, để ráo rồi cắt hạt lựu. _ Đậu que bỏ đầu, tước sạch xơ 2 bên, rửa sạch, để ráo rồi cắt hạt lựu. _ Cà rốt bào sạch vỏ, rửa sạch, để ráo rồi cắt hạt lựu. _ Hành lá rửa sạch, cắt nhỏ."
8171,2079,2,"Nấu sôi 0,5 lít nước rồi cho đậu que + cà rốt + bắp vô luộc cho chín tới rồi đổ ra rổ để ráo nước."
8172,2079,3,"Cho vô chảo 1MC dầu ăn, bắc lên bếp, dầu nóng cho 1MC hành tím băm vô phi thơm rồi đổ tôm + mực vô xào cho săn lại trên lửa lớn."
8173,2079,4,"Sau khi tôm, mực đã săn lại thì cho đậu que, cà rốt, bắp đã luộc vô, cho vô 1Mcf hạt nêm + 1Mcf nước mắm. Đảo đều rồi tắt bếp."
8174,2079,5,"Lấy 1 cái chảo khác bắc lên bếp, cho vô 3MC dầu ăn, dầu nóng cho hành tím băm vô phi thơm rồi đổ cơm vô đảo trên lửa lớn cho đến khi hạt cơm săn lại và tơi ra."
8175,2079,6,"Tiếp đỏ đổ phần hỗn hợp tôm mực vô chảo cơm, cho vô 1Mcf hạt nêm + 2MC nước mắm, đảo đều trên bếp cho đến khi thấy hạt cơm khô tơi là được."
8176,2079,7,"Cho hành lá vô đảo đều, nêm nếm vị vừa ăn rồi tắt bếp"
8177,2079,8,"Múc cơm chiên hải sản ra đĩa, ăn nóng kèm với dưa leo và nước tương ớt cắt lát."
8178,2080,1,Đậu hũ cắt miếng chiên vàng giòn
8179,2080,2,"Làm nóng chảo cho dầu ăn và tỏi, sả ớt bằm nhỏ vào phi cho dậy mùi, thêm mắm, tương ớt, tương cà chua, đường, dầu hào vào xào đều"
8180,2080,3,"Rồi cho đậu hũ vào nấu nhỏ lửa, đảo đều sốt dính hết vào đậu hũ là được"
8181,2080,4,Cho ra dĩa trang trí ít hành chẻ và lát ớt sừng.
8182,2081,1,Nấm ngâm 20-30 ph cho nở.
8183,2081,2,"Cho vào nồi 1 tô nước, thêm tương miso. Thêm nấm và củ sen nấu sôi. Nêm nếm lại vừa ăn. Thêm mì tắt bếp."
8184,2081,3,Múc ra tô rắc rau thơm hành ngò ớt xắt.
8185,2082,1,"Cá trê rửa sạch nhớt bằng nước ấm pha một ít giấm và muối. Sau đó, ta rửa lại bằng nước lạnh rồi để ráo. Ướp cá với: 1tbsp nước mắm + 1/2tbsp gừng băm + 1/2tbsp tỏi băm + 1/2tbsp hành tím băm + 1/4tsp tiêu. Trộn thật đều và để cá thấm gia vị trong 15 phút."
8186,2082,2,"Lá Lốt và lá Cách rửa sạch. Sau đó, ta vớt ra để ráo nước rồi xắt sợi. Chú ý: ta nên để tách riêng 2 loại lá này ra."
8187,2082,3,"Cho 2tbsp mỡ nước vô chảo. Khi mỡ nóng, ta cho 1/2tbsp tỏi băm vô phi cho thơm. Sau đó, ta cho phần cá Trê đã ướp vô vào xào sơ khoảng 2–3 phút cho cá săn lại. Cho khoảng 1 lít nước vô chảo cá, nấu trên lửa vừa để nước sôi nhẹ trong 10 phút cho cá vừa chín. Trong lúc nấu, ta canh vớt bọt để nước trong. Nêm gia vị: 1/2tbsp đường + 1/2tsp hạt nêm + 1/4tsp bột ngọt cho vừa ăn."
8188,2082,4,"Khi nêm gia vị xong và nước sôi trở lại, ta cho lá Cách vô nấu trước trong khoảng 1 phút."
8189,2082,5,"Sau 1 phút, ta tiếp tục cho lá Lốt vô nấu chung. Ta nấu thêm khoảng 1 phút nữa thì cho thêm 1/4tsp tiêu vô nồi canh rồi tắt bếp. Múc canh ra tô, thưởng thức cùng cơm nóng, kèm theo một dĩa nước mắm nguyên chất dầm ớt để chấm cá."
8190,2083,1,"Mẹo bảo quản trứng tươi lâu: trứng mua loại đóng vỉ trong siêu thị thì họ xử lý vỏ nên để được 2 tuần trong tủ lạnh. Trứng mua ở chợ hay ở quê đem lên thì mình rửa muối baking soda pha loãng rồi nhúng qua nước vôi trong. Vỏ trứng có nhiều lỗ khí và đây chính là nơi vi khuẩn xâm nhập. Nước vôi trong khi khô đi sẽ bít những lỗ này làm trứng tươi lâu, nếu quá nhiều trứng ăn không kịp hãy làm cách này để trong tủ lạnh được 1 tháng nhé."
8191,2083,2,Cho vào nckd bật 65 độ 35 phút
8192,2083,3,"Nếu đập ăn ngay lòng đỏ dẻo, lòng trắng chảy. Nếu chờ 15ph sau lòng trắng sẽ đông mướt lại hơn. Thêm nước tương ăn kèm bánh mì hoặc bỏ vào tô mì."
8193,2084,1,"Cá ngâm ngập sữa tươi tầm 15_20 phút, rửa sạch với nước trắng, lót gừng sả phía dưới hấp chín cá (lò vi sóng 800w mức nhiệt trung bình 10 phút có bọc màng bọc thực phẩm) cá chín lấy ra gỡ thịt bỏ xương"
8194,2084,2,"Vừng rang chín thơm. Cá cho vào chảo đảo, nêm 1 chút hạt nêm theo khẩu vị người ăn. Với bé dưới 1 tuổi không cần gia vị cũng được). Lúc sao cá thì lấy thìa/ phớ dằm và hơi miết cá vào chảo. Đảo đều tay đến khi cá giáo, bắt đầu tơi thì đổ rong mứt xé thật nhỏ và vừng trắng vào đảo cùng."
8195,2084,3,Đảo đến khi ruốc cá khô hoàn toàn. Có thể làm nhiều hơi ướt tay bỏ tủ đá đến khi ăn giã đông tự nhiên rang khô là được
8196,2085,1,"Luộc chín gà tách thịt để riêng, phần xương cho vào nồi hầm với củ dền, thêm muối và hạt nêm. Củ dền mềm thì cho các nguyên liệu còn lại vào"
8197,2085,2,"Múc ra tô, thêm hành lá và tiêu xay"
8198,2086,1,"Đập trứng gà vào bát, đánh tan rồi cho vào cơm nguội, bóp cơm cho đều. Phi thơm gừng, hành, tỏi khô, trút cơm nguội vào đảo đều tay với 1,5 thìa canh mắm."
8199,2086,2,"Rang cơm thật đều cho đến khi hạt cơm tơi ra, nêm gia vị cho vừa miệng rồi cho trứng cá hồi vào đảo đều cho hành lá cắt nhỏ vào đảo đều rồi tắt bếp."
8200,2086,3,Cho cơm rang ra đĩa và thưởng thức. Note: bạn không nên xúc trứng cá hồi bằng thìa kim loại nhé! sẽ làm biến đổi mùi vị của cá.
8201,2087,1,Thịt ba rọi một nắng
8202,2087,2,"Đổ dầu ăn vào nồi nhỏ, dầu sôi cho thịt vào chiên ngập dầu, chiên lửa nhỏ cho vàng hai mặt và không bị cháy phần sả ướp thịt. Chiên món này không bị văng dầu chút nào, lưu ý úp phần bì xuống dầu cho bì nổ đều nhé"
8203,2088,1,Nấm cắt nhỏ. Cho vào nấu sôi khoảng 15 phút cho ra nước ngọt
8204,2088,2,"Rau cải nhún cắt nhỏ. Sau khi nước nấu canh đã xong, cho vào hồi nấu vài phút nêm hạt nêm vừa ăn. Rau mềm là bắc nồi ra được rồi. Siêu đơn giản luôn. Các bạn cũng có thể cho thêm một ít chả lụa chay cắt nhỏ."
8205,2089,1,"Thịt bò cắt lát mỏng,ướp thịt bò với 2 muỗng cà phê dầu dầu hào, 1 muỗng cà phê hạt nêm, trộn đều và ướp thịt bò khoảng 20 phút cho ngấm gia vị. Khi đã ướp thịt xong, bạn cho chảo lên bếp, thêm 2 muỗng cà phê dầu ăn vào đun nóng rồi cho ½ phần tỏi băm vào phi thơm. Tiếp đó, cho thịt vào chảo, đảo đều tay khoảng 2 - 3 phút cho thịt vừa chín tới thì nêm nếm lại cho vừa ăn rồi tắt bếp đừng xào thịt bò lâu quá thịt sẽ dai mất ngon."
8206,2089,2,"Múc thịt bò xào ra đĩa Pha nước chấm với 3 muỗng canh nước lọc, 3 muỗng cà phê nước mắm, 3 muỗng cà phê nước cốt chanh, 3 muỗng cà phê đường. Sau đó khuấy đều hỗn hợp để các gia vị tan vào nhau. Sau đó, cho 1 trái ớt sừng, phần tỏi băm còn lại nêm nếm sao cho hợp với khẩu vị chua chua ngọt ngọt mặn mặn là được."
8207,2089,3,"Ngò rí, xà lách,rau húng quế và húng lủi nhặt bỏ lá héo, gốc và các lá dập úng rồi rửa sạch, để ráo.Cà rốt gọt vỏ rồi rửa sạch để ráo và cắt sợi dài.Dưa leo rửa sạch để ráo và cắt từng miếng dài."
8208,2089,4,"Trải bánh phở lên thớt hoặc đĩa sạch, cho lần lượt các loại hoa,rau,dưa leo thịt bò xào vào, khéo léo cuốn chặt tay để cuốn bánh tròn và đẹp mắt. Lặp lại quá trình cuốn bánh phở đến khi hết nguyên liệu."
8209,2089,5,Giờ thì cùng thưởng thức thôi nào. Chấm cuốn phở vào chén nước mắm chua ngọt rồi cắn một miếng ta nói ngon mê ly.
8210,2089,6,"Vậy là đã hoàn thành món phở cuốn bò xào thơm ngon, bánh phở mềm dẻo, thịt bò đậm đà, ngon ngọt mà không bị dai chấm với nước mắm chua chua, cay cay thơm ngon khó cưỡng.😋"
8211,2090,1,"Thịt heo ba chỉ chia ra khổ, chà với muối sống, rửa sạch, hấp khoảng 10 phút, gắp ra để thật ráo, dùng giấy thấm cho thịt khô, ướp với tí hạt nêm trong vòng 1 giờ. Cho 1 vá dầu ăn vào chảo, cho từng khổ thịt vào chảo chiên, bật lửa nhỏ, lật đều đến khi từng khổ thịt chín vàng giòn thì gắp ra, đợi nguội thì chặt lát."
8212,2090,2,"Làm đồ chua su hào, cà rốt: gọt bỏ vỏ, cắt sợi, ngâm muối 10 phút rồi rửa sạch, vắt khô, ướp đường 30 phút, pha hỗn hợp gồm 2 thìa dấm, 4 thìa nước, 2 thìa đường, khuấy đều rồi cho vào hỗn hợp su hào, cà rốt đang ngâm đường. Khoảng 2 tiếng sau là ăn được."
8213,2090,3,"Sơ chế các loại rau sống, dưa leo rửa cắt nhỏ. Đậu phộng rang giã dập."
8214,2090,4,"Pha mắm: Tỏi ớt băm, thơm băm vắt lấy nước và xác thơm. Nấu sôi hỗn hợp gồm 3 thìa đường, 1/2 chén nước, đợi nguội thì cho ra tô, thêm 200ml mắm nêm, cho tỏi ớt, cốt thơm và thơm băm vào, vắt chanh/ quật, khuấy đều."
8215,2090,5,"Tao dầu và hành phi đến khi hành chín giòn thì cho ra chén, tắt bếp."
8216,2090,6,"Soạn tất cả các thứ ra, sau đó cho rau sống, bún tươi, dưa leo, thịt heo chiên giòn, chan mắm nêm đã pha, dầu hành phi, rắc đậu phộng rang lên trên, trộn đều và ăn."
8217,2091,1,"Bột hành + bột sả + tiêu xay + gia vị nhà dùng + ít dầu hào --> xoa đều, ướp quãng 30 phút rồi đem ra áp chảo. Trong chảo này là cá basa, hội nó lấy rong biển, xì dầu ăn kèm cơm."
8218,2092,1,Sơ chế mì gói - Dùng mì gói Hàn để chiên sẽ xốp giòn hơn - Ngâm mì gói trong nước 15 phút để mì nở mềm - Sau đó để ra rổ cho thật ráo nước
8219,2092,2,"Sơ chế tôm-mực & rau củ - Tôm cắt bỏ đầu, đuôi rồi lột bỏ vỏ xong dùng dao chẻ dài lưng tôm để lấy chỉ đen bỏ. Tiếp đến để 1 muỗng cafe muối vào tôm rồi chà sát nhẹ tay xong rửa lại nước nhiều lần cho tôm sạch nhớt - Mực rửa sạch rồi trụng sơ qua nước sôi có 1 muỗng cafe rượu trắng để khử tạnh rồi khứa vẩy rồng xong cắt miếng vừa ăn cho đẹp - Rau củ ngâm rửa qua nước muối loãng rồi cắt miếng hoặc thanh dài - Hành củ tím cắt múi - Hành tỏi băm nhỏ"
8220,2092,3,"Chiên mì - Mì gói đã ráo thì gỡ tơi sợi mì ra - Để dầu vào chảo chống dính, dầu thật sôi thì bỏ mì vào chiên với lửa vừa - Khi thấy sợi mì kết dính & săn lại thì lật trở mì cho 2 mặt vàng đều (đừng để dầu ăn vào nồi nhiều quá, khi cho mì vào chiên sẽ bị trào) - Mì đã vàng, giòn xốp thì vớt ra để lên giấy thấm dầu"
8221,2092,4,Làm sốt xào Để vào chén: 2 muỗng canh nước tương + 1 muỗng canh dầu hào + 1/2 muỗng canh hạt nêm + 1 muỗng canh đường + 1/2 muỗng cafe bột ngọt + 1/2 muỗng cafe tiêu xong khuấy đều cho hỗn hợp được tan
