StepId,RecipeId,StepNumber,StepText
1588,362,2,"Chiên cá: Để vào chảo 3 muỗng canh dầu ăn, dầu nóng để cá vào chiên, chiên cá sao cho vàng giòn 2 mặt rồi gắp ra lên dĩa xoài"
1589,362,3,Làm nước mắm: Để vào cối 3 muỗng canh đường cùng tỏi + ớt vào chén rồi dùng chày giã nhuyễn xong cho thêm 3 muỗng canh nước mắm vào khuấy tan hết đường
1590,362,4,"Thành phẩm: Cá chiên giòn, xoài chua chua thấm nước mắm vừa vị rất kích thích vị giác giác... Ăn với cơm nóng ngon miệng lắm luôn"
1591,363,1,Đun sôi 400ml nước.
1592,363,2,Cho mì tôm chua cay và gói gia vị vào nồi.
1593,363,3,"Thả mực tươi đã làm sạch vào nước sôi, nấu khoảng 1-2 phút."
1594,363,4,"Thêm rau ngổ và ngò gai cắt nhỏ, tắt bếp và thưởng thức ngay khi còn nóng."
1595,364,1,"Cà chua chia thành 4 phần, cho vào cùng thịt băm và nước mắm. Bật lửa vừa xào đến khi cà chua lên màu cho thịt. (Có thể thêm dầu hoặc không, mình dùng mỡ từ thịt băm)"
1596,364,2,"Đổ nước vào, đun sôi nhẹ."
1597,364,3,"Cho nấm hải sản vào, nấu thêm 5 phút."
1598,364,4,"Nêm muối, hạt nêm cho vừa ăn, tắt bếp. Có thể nêm thêm Sa tế Tôm cho vị cay."
1599,365,1,"Làm nóng chảo inox ở mức nhiệt 5, nhỏ vài giọt nước thử chảo. Nước không gom lại giọt mà xèo xèo bốc hơi liền là chưa được."
1600,365,2,"Khi giọt nước gom lại thành giọt tròn như trên lá sen, lắc nhẹ chảo chạy nhanh vòng quanh chảo là chảo đủ độ nóng."
1601,365,3,"Đổ nước đi, cho dầu ăn vào chảo. Dầu sủi tăm đầu đũa gỗ hoặc 30 giây sau khi cho dầu vào ở mức nhiệt 5 là được. Ốp la thì mình cho dư dầu xíu viền trứng mới nâu giòn được nha."
1602,365,4,"Hạ nhiệt xuống mức 3, đập trứng vào chảo. Đừng vội trở trứng tới khi lòng trắng se lại, viền giòn vàng nâu."
1603,365,5,"Chiên đến lúc lòng trắng xung quanh lòng đỏ đặc hết trở trắng đục, không còn trắng trong thì rắc muối tiêu nếu thích rồi lấy ra đĩa."
1604,366,1,"Trộn đều thịt bò, mỡ heo, tỏi, hành lá, lá lốt cắt nhỏ, hạt nêm, bột ngọt, nước mắm, tiêu. Ướp 30 phút."
1605,366,2,"Trụng lá lốt bản to qua nước sôi, để ráo."
1606,366,3,"Cuốn nhân vào lá lốt, dùng cuộn mặt bóng"
1607,366,4,"Nướng 170°C 10 phút, lật mặt, nướng tiếp 170°C 5 phút (nckd) (phết một lớp dầu mỏng nha)"
1608,366,5,"Ăn kèm rau xà lách, bánh tráng, dưa leo."
1609,367,1,"Đầu tiên làm ếch vì cần thời gian thấm gia vị: ếch nhờ người bán lột da (nếu không thích da) bỏ ruột. Mình đem về rửa với nước muối, dấm. Để ráo. Cắt làm 4. Ướp ếch với 1 tbsp nước mắm, 1/4 tsp muối, 1 tsp bột nghệ, 1 tbsp hành tỏi phi hoặc 1 ít hành tỏi bột, sả băm hoặc bột sả. Để ngấm ít nhất 30 phút."
1610,367,2,"Măng luộc với nước sôi, để ráo xắt sợi vừa ăn."
1611,367,3,"Chuẩn bị rửa sạch sẽ các loại rau nấu/ăn kèm: muống, chuối bào, lá lốt, tía tô, mùi tàu, sả, cà chua, …"
1612,367,4,"Lăn ếch qua bột chiên giòn, cho vào chảo nhiều dầu, chiên tới khi vàng các mặt vớt ra để ráo dầu. Có thể dùng nckd nhưng ếch sẽ khô hơn."
1613,367,5,"Phi thơm ít hành tỏi băm xào măng với xíu muối cho thấm. Xếp măng và ếch chiên lên đĩa, thêm ít rau thơm lên trên."
1614,367,6,"Nấu nước lẩu: phi thơm hành tỏi sả đập dập, cho thơm và cà chua, hành tây, nấm hương, dầu điều vào xào. Thêm nước của 2 trái dừa, thêm nước lọc sao cho thành 2 lít nước lẩu. Bước này có măng ngâm sẽ thêm vào, thêm ít vị chua. Còn không có măng ngâm thì bỏ qua. Nêm lại với đường, mẻ, nước mắm cuối cùng sao cho chua mặn ngọt vừa ăn. Sa tế hay ớt cay cũng tuỳ ý gia giảm."
1615,367,7,"Dọn kèm nước mắm ớt, rau nhúng các loại, bún tươi. Khi ăn nhúng rau chín, thêm ếch vào chan nước lẩu nóng lên thưởng thức! 🥰"
1616,368,1,"Nước trộn gồm 2 thìa đường lỏng, 1 thìa nước mắm ngon, 1 thìa dấm, 1 chút tương ớt, 3 tép tỏi nghiền nhỏ, nửa thìa corn sirup. Có thể thêm ớt tươi băm nhuyễn cho màu thêm đẹp"
1617,368,2,"Cho hỗn hợp vào 1 cái hộp nhỏ lắc đều, trộn nhẹ với gà, dưa và hành tây"
1618,369,1,"Mướp gọt vỏ xắt khoanh, tách hạt ngô vàng rửa sạch và để ráo. Táo tàu đen rửa sạch để ráo. Thịt xay trộn với xíu dầu mè và tiêu cho thơm."
1619,369,2,Đun sôi nước rồi cho táo tàu và ngô ngọt vào nấu 10-15p cho mềm và ra chất ngọt. Tiếp đến là thả mướp vào nấu cùng.
1620,369,3,Vo thịt thành từng viên ròi cho vào nấu chín. Nêm 1 viên gia vị knorr vào. Cho kỷ tử vào nấu thêm 5p nữa thì tắt bếp.
1621,369,4,Múc ra tô trình bày.
1622,370,1,"Cá bống làm sạch, để ráo. Nghệ xay nhỏ, tỏi đập dập, ớt cắt lát."
1623,370,2,"Ướp cá với nghệ, nước mắm, đường, tiêu, tỏi, ớt trong 20 phút."
1624,370,3,"Cho cá vào nồi, thêm dầu ăn hoặc mỡ, kho lửa nhỏ đến khi sôi nhẹ."
1625,370,4,"Tắt bếp, để cá nghỉ 30 phút cho thấm vị."
1626,370,5,"Bật bếp kho tiếp lửa nhỏ đến khi nước kho sệt lại, cá vàng óng."
1627,371,1,"Sơ chế nguyên liệu: Rau đay nhặt lấy phần ngọn & lá non rồi ngâm rửa qua nước muối loãng xong rửa sạch lại, để ráo cắt nhỏ... Mướp gọt vỏ rửa sạch rồi cắt khúc... Ghẹ mua xay sẵn ở siêu thị rồi cho ra thố cùng 1/2 muỗng cafe muối xong để vào 1 lít nước khuấy tan, sau đó đổ nước ghẹ qua rây để lọc bỏ hết cặn (lọc & gạn ghẹ xay 2 lần để lấy hết phần thịt)"
1628,371,2,"Nấu canh: Cho nồi nước ghẹ lên bếp cùng dầu ăn & hành tím cắt lát nấu với lửa vừa, trong lúc nấu dùng phới khuấy vài vòng, khi nước bắt đầu sôi thì ngưng không khuấy nữa để váng ghẹ nổi lên, sau đó vớt váng ghẹ ra tô. Tiếp đến cho 2 muỗng cafe hạt nêm + 1 muỗng cafe bột ngọt vào khuấy đều rồi nêm nếm theo vị nhà, cuối cùng để rau đay & mướp vào nấu chín, chờ canh sôi lại, tắt bếp cho váng ghẹ lên trên rắc tiêu"
1629,371,3,"Thành phẩm: Canh có hương thơm & vị ngọt đặc trưng của thịt ghẹ... Ăn với cơm cùng với cà muối, mắm tôm rất ngon"
1630,372,1,Món 1: Canh dưa bò (60k)
1631,372,2,"Sơ chế thịt bò. Rửa qua cải chua cho bớt chua đi. Cho thịt bò vào nồi áp suất hầm 30 phút. Sau đó, nêm gia vị (xíu mắm, muối, bột ngọt, xíu đường), cho dưa cải chua vào, nấu chín. Nêm lại gia vị xem vừa chưa. Tắt bếp"
1632,372,3,Món 2: cà rốt xào củ cải đậu hủ (15k)
1633,372,4,"Gọt củ cải, cà rốt. Bào sợi nhỏ. Đậu hủ cắt miếng dài, chiên bằng NCKD (200 độ, 15 phút). Xào củ cải và cà rốt trên lửa to (đừng xào lâu vì sợi bào nên mau chín lắm), nêm chút xì dầu, muối, bột ngọt; rồi cho đậu hủ vào đảo nhanh. Rắc xíu tiêu. Tắt bếp."
1634,372,5,"Món 3: chả cá rô phi (0k vì được mẹ chồng cho, bà băm cá rô phi nhà tự câu được với thịt băm làm chả chiên)"
1635,372,6,Ăn cơm thôi!
1636,373,1,"Rửa sạch cánh gà, ướp với tiêu, bột ớt, hạt nêm trong 15 phút."
1637,373,2,Trộn đều cánh gà với bột bắp cho áo kín bề mặt.
1638,373,3,"Đun nóng dầu, chiên ngập cánh gà đến khi vàng giòn hai mặt, vớt ra để ráo."
1639,373,4,"Tách hạt bắp, chuẩn bị tỏi băm và ớt băm."
1640,373,5,"Làm sốt: trộn tương ớt, nước mắm, nước lọc, đường."
1641,373,6,"Bắc chảo, cho bơ vào đun chảy, phi thơm tỏi băm và ớt băm."
1642,373,7,"Cho bắp vào xào gần chín, đổ hỗn hợp sốt vào đảo đều."
1643,373,8,"Cho cánh gà chiên vào, đảo đều cho sốt bám đều, tắt bếp và thưởng thức."
1644,374,1,"Hẹ cắt nhỏ. Xương gà rửa sạch, trụng qua và rửa kỹ lại, cho vào hầm 20 phút với muối, hạt nêm và đầu hành cắt khúc. Sau đó cho bánh canh vào nấu sôi cho bánh canh mềm"
1645,374,2,Gà nướng sa tế
1646,374,3,"Múc bánh canh ra dĩa, thêm gà nướng cho đậm đà thay vì dùng với gà luộc, cuối cùng rắc hẹ cắt nhỏ và tiêu xay"
1647,375,1,"Cá tắc kè làm sạch, để ráo nước."
1648,375,2,Làm nóng nồi chiên không dầu ở 200°C trong 3 phút.
1649,375,3,"Xếp cá vào nồi, nướng ở 200°C trong 15 phút cho cá chín vàng đều."
1650,375,4,"Pha nước mắm: giã tỏi, ớt, thêm nước mắm, đường, nước cốt chanh khuấy đều."
1651,375,5,"Dọn cá ra đĩa, ăn kèm rau răm, chấm nước mắm chua ngọt."
1652,376,1,"Trộn cơm cùng dầu hào,tương cà hoặc cà hợp,dầu màu điều,mayonaise,tương ớt,gia vị và 3 quả trứng vào trộn đều,để tủ lạnh 2 tiếng trước khi chiên"
1653,376,2,"Phi thơm hành tây,xào chín rau củ,cho phần thịt nguội vào xào đến khi săn và chín là được,trộn cùng phần cơm đã ướp"
1654,376,3,"Đánh 2 trứng còn lại,cho hạt nêm,tiêu cho vừa miệng,bắc chảo to,để lửa vừa,cho dầu ăn vào đun hơi già chút,cho trứng vào,khuấy sơ,cho ddcơm vào trộn đều,đảo liên tục với lửa vừa trong khoảng 15-20’ hoặc hơn đến khi cơm ráo và tơi lại,cho phô mai lát và hành lá vào đảo đến khi phô mai quyện vào cơm là ok.Dùng nóng"
1655,377,1,"Tôm bóc vỏ, ướp với hạt nêm, tiêu 5 phút."
1656,377,2,"Rim tôm với dầu ăn cho săn lại, để riêng."
1657,377,3,"Táo đỏ cho vào nước, nấu lửa nhỏ 10 phút cho mềm."
1658,377,4,"Thêm mướp cắt khoanh vào nồi, nấu 3 phút."
1659,377,5,"Cho tôm đã rim vào, nêm muối vừa ăn, đun sôi lại."
1660,377,6,"Rắc hành lá cắt nhỏ, tắt bếp, múc ra tô."
1661,378,1,"Đùi gà rửa sạch, để ráo."
1662,378,2,"Ướp gà với nước mắm, nước hành tỏi và tiêu trong 15 phút."
1663,378,3,"Đun nóng dầu, chiên gà lửa nhỏ đến khi vừa vàng, vớt ra để ráo."
1664,378,4,"Tăng lửa lớn, thả gà vào chiên nhanh cho vàng giòn, vớt ra để ráo dầu."
1665,378,5,"Xếp xà lách ra đĩa, đặt gà lên, trang trí ngò rí."
1666,379,1,"Thịt chín: thịt bò rửa sạch, rang thơm gia vị phở. Đổ nước vào nồi cho bò vào đun kèm túi gia vị phở và gia vị nêm vừa ăn. Hầm tầm 50' tuỳ vào độ dày miếng bò. Sau đó ngâm trên bếp tầm 15' rồi vớt ra ngâm nước lạnh, cho vào tủ mát chờ thịt chín rắn lại thì thái mỏng"
1667,379,2,"Nước dùng: cho dầu vào nồi rồi phi thơm hành khô băm nhỏ, sau đấy xào thêm với 1 phần chỗ sả đập dập với 1 phần dứa. Cho táo được thái miếng vừa ăn đổ vào nồi hầm với tầm 500ml nước đun sôi lửa vừa đến khi táo mềm rục thì lọc bỏ chỗ nước dùng này sang nồi khác cho hết bã rau củ. Đổ nước dừa vào đun sôi lăn tăn thì cho tiếp nước khoáng có ga vô đun tiếp. Bát hỗn hợp gia vị nước dùng khi đã ngoáy tan thì đổ vào nồi nước khuấy đều đun sôi. Thả nốt chỗ táo, hành tây xắt múi cau, dứa, cùi dừa,"
1668,379,3,"Rau mùi, ớt vào đun sôi nêm nếm lại cho vừa khẩu vị là xong. Sắp xếp món ra đĩa như ảnh là măm măm được rùi ạ. Chúc mọi người ngon miệng"
1669,380,1,Lòng heo đã chín hấp nóng lại. Chần đầu hành lá để lên.
1670,380,2,"Đậu phụ cắt miếng, chiên vàng đều các mặt."
1671,380,3,"Pha mắm tôm với đường, nước cốt chanh, ớt băm và dầu ăn, khuấy đều cho nổi bọt. Ớt băm bỏ vô."
1672,380,4,"Bún cắt khúc vừa ăn, xếp ra đĩa cùng đậu, lòng heo, rau thơm húng lủi, húng láng, kinh giới rửa sạch vẩy ráo."
1673,380,5,Dùng kèm mắm tôm đã pha.
1674,381,1,"Trộn thịt xay với hành, tỏi đã phi thơm bột bắp, tiêu cho đều."
1675,381,2,Viên thịt thành từng viên nhỏ vừa ăn.
1676,381,3,Lăn qua bột chiên giòn
1677,381,4,"Làm nóng dầu, chiên viên thịt vàng đều các mặt."
1678,381,5,"Pha nước tương với đường, mirin cho vào chảo đảo cùng viên thịt."
1679,381,6,"Rim nhỏ lửa đến khi sốt sệt lại, rắc mè rang lên trên là xong."
1680,382,1,"Vịt rửa sạch với muối, dấm, để ráo, chặt miếng vừa ăn. Ướp vịt với 2 thìa canh mắm, 1/2 thìa canh đường, 1 thìa cf muối, gừng, hành khô đập dập, trộn đều để 20 phút."
1681,382,2,"Củ sen cắt miếng, trộn cùng thịt vịt cho thấm gia vị."
1682,382,3,"Cho thịt vịt, củ sen lên bếp, để lửa trên trung bình cho thịt can bớt nước, chín sơ rồi cho nước dừa vào om trong 30 phút. Trong thời gian này nêm nếm gia vị cho vừa miệng."
1683,382,4,Cho thịt vịt ra đĩa và thưởng thức.
1684,383,1,"Sơ chế cá: Phi lê cá rửa qua muối, để ráo rồi thái nhỏ... Ức gà xay. Để cá vào cối của máy xay thịt xong xay nhanh không nhuyễn, sau đó để ức gà vào trộn cùng (cho thêm thịt gà hoặc thịt heo, tôm vào với cá sẽ làm cho chả dai ngon hơn)"
1685,383,2,"Ướp cá: Cho vào cối hỗn hợp cá-gà: bột khoai tây, bột nở, hành tím, bột tỏi, nước mắm, đường, bột ngọt, mỡ nước, tiêu rồi trộn thật đều xong để vào túi nylon dàn đều đem cất tủ đông 2 tiếng (cho bột + bột nở sẽ làm cá dẻo hơn)"
1686,383,3,"Quết chả cá: Bẻ hoặc cắt hỗn hợp cá-gà từng miếng nhỏ đã để đông vào cối của máy quết rồi quết dần từ số nhỏ đến số lớn, quết nhanh không lâu để máy không nóng, chả sẽ bở. Quết chả đến khi dẻo mịn là được"
1687,383,4,"Chiên chả cá: Bắc nồi lên bếp, để dầu ăn vào với lửa lớn. Dầu nóng hạ lửa nhỏ & cho từng viên chả vào, chiên đến khi 2 mặt chả vàng đều thì vớt ra để ráo dầu (với nguyên liệu trên được 11 miếng chả)"
1688,383,5,"Thành phẩm: Chả cá chiên vàng đều, vị vừa ăn, chả ngọt thịt lại dai giòn thơm ngon... Ăn nóng cùng tương ớt thêm ngon hơn"
1689,384,1,"Ngâm nấm tràm khô cho mềm, rửa nhiều lần cho sạch cát."
1690,384,2,"Cho nấm vào nồi, thêm tất cả gia vị, rau răm và tiêu xanh đã đập dập."
1691,384,3,"Thêm một chút nước, kho nhỏ lửa trong 20 -25 phút cho thấm vị. Lưu ý, món này nên kho khô không nên kho còn nước. Nếu ăn cay có thể cho thêm ớt tươi."
1692,385,1,Nguyên liệu
1693,385,2,"Cá hồi chấy: Cá hồi sơ chế sạch để ráo, lạng bỏ da + xương rồi áp chảo với 1 muỗng canh dầu olive cho cá chín đều 2 mặt. Khi cá đã được thì dùng phới dầm cá ra nhỏ & nêm gia vị: 1 muỗng cafe hạt nêm + 1 muỗng cafe bột ngọt 1/2 muỗng cafe tiêu xong lấy phới đảo & miết cá xuống chảo cho cá tơi ra & hơi khô (bảo quản cá hồi chấy vào ngăn mát tủ lạnh hoặc ngăn đông khi để lâu)"
1694,385,3,"Soup bí đỏ: Bí đỏ cắt miếng để vào nồi cùng 1 muỗng canh dầu olive + 1 muỗng cafe muối & hành tây cắt hạt lựu rồi cho nước vào cao hơn mặt bí 2cm xong nấu với lửa vừa đến khi bí mềm, sau đó dùng máy xay cầm tay xay hoặc máy xay thịt xay bí đến nhuyễn mịn... Cuối cùng cho nồi bí lên bếp nấu sôi lại là được & múc soup ra từng tô dùng nóng hay nguội đều ngon"
1695,385,4,"Thành phẩm: Soup bí đỏ với màu vàng bắt mắt, vị ngọt thơm của bí đỏ & béo ngon của cá hồi chấy nên rất ngon miệng"
1696,386,1,"Gà ngâm 10 phút cho ra hết chất máu dơ, bóp muối rửa sạch lại nhiều lần"
1697,386,2,"Cho gà vào nồi cơm điện với gừng cắt lát hoặc đập dập, muối và ít hạt nêm, nấu sôi 5 phút rồi lật lại nấu thêm 5 phút, sau đó rút điện ủ qua đêm"
1698,386,3,Món gà luộc đã sẵn sàng cho các món ăn sáng thơm ngon rồi
1699,387,1,Cắt thịt vai và ba rọi thành miếng vừa ăn.
1700,387,2,"Pha sữa đặc với nước nóng, thêm baking soda"
1701,387,3,Ngâm thịt với sữa đặc pha nước nóng xâm xấp và baking soda trong 30 phút.
1702,387,4,"Vớt thịt ra, rửa lại với nước sạch."
