IngredientId,RecipeId,IngredientName,Quantity
3528,486,cá duội,300 g
3529,486,su hào,1 củ
3530,486,cà chua,2 quả
3531,486,"Hành, rau răm, thì là, gia vị",
3532,487,Thịt bò,500 gr
3533,487,Ớt chuông,
3534,487,Hành tây,
3535,487,Cần tây,
3536,487,tỏi,1 thìa
3538,487,nước tương,1 thìa
3539,487,"dầu hào,",1 thìa
3540,487,"tiêu,",1/2 thìa
3541,487,bột năng,2 thìa
3542,487,dầu ăn,2 thìa
3544,487,nước tương,3 thìa
3545,487,tương ớt,1 thìa
3546,487,tương cà,1 thìa
3547,487,dầu hào,1 thìa
3548,487,đường,1 thìa
3549,487,nước lọc,1 muỗng canh
3550,487,tiêu,1/2 thìa
3551,488,Bí xanh (đã làm sạch),150 g
3552,488,Bí đỏ,150 g
3553,488,nấm ,100 gr
3554,488,Hạt nêm,
3555,488,Rau mùi,
3556,489,cá đuối,300 gr
3557,489,khóm,1/4 trái
3558,489,tỏi,1 tép
3559,489,hành tím,1 củ
3560,489,Ớt,
3561,489,Gia vị,
3562,489,Nước màu,
3563,489,Đường,
3564,489,Nước mắm,
3565,489,Tiêu ,
3566,489,Tóp mỡ (optional),
3567,489,Bột ngọt,
3568,490,đầu cá nheo,1 chiếc
3569,490,măng chua,300 g
3570,490,cà chua,3 quả
3571,490,sả,1 củ
3572,490,ớt,2 quả
3573,490,"bột nghệ, tiêu, hành, gừng, tỏi",
3574,490,Gia vị,
3575,490,"Hành lá , rau răm, thì là",
3576,491,thịt bò,300 gr
3577,491,sả,1 cây
3578,491,hành tây,1/2 củ
3579,491,tía tô,1 nắm
3580,491,ớt,5 lát
3581,491,chao,1 chén
3582,492,tôm,3 con
3583,492,khoai tây,10 củ
3584,492,cà rốt ,2 củ
3585,492,Hành lá,
3586,492,Gia vị,
3587,493,Cá chẽm,300 g
3588,493,Gừng ,20 g
3589,493,Rượu,1 muỗng canh
3590,493,Nấm đông cô,50 g
3591,493,Mộc nhĩ,20 g
3592,493,Dầu hào,1 muỗng canh
3593,493,Nước lọc,60 ml (1/2 chén)
3594,493,(trang trí) Rau mùi,1 ít
3595,493,Muối,1/2 muỗng cà phê
3596,493,Tiêu,1/4 muỗng cà phê
3597,494,Nấm kim châm,50 g
3598,494,Nấm bào ngư,50 g
3599,494,Nấm đông cô ,10 g
3600,494,Nấm đùi gà,50 g
3601,494,gừng,5 cái lá
3602,494,(cắt lát) Gừng ,20 g
3603,494,Ớt ,1 trái
3604,494,Hành lá,2 cây
3605,494,Nước mắm,1 muỗng canh
3606,494,Đường,1 muỗng canh
3607,494,Nước lọc,1 muỗng canh
3608,494,Gừng  (  nhuyễn),1 muỗng cà phê
3609,494,Tỏi (  nhuyễn),1 muỗng cà phê
3610,494,Ớt (  nhỏ),1 trái
3611,494,chanh,1 muỗng canh
3612,495,Cá tầm,800 g
3613,495,Măng chua,200 g
3615,495,dầu màu điều,1 tbsp
3616,495,Cà chua,2 quả
3617,495,Sả,2 cây
3618,495,Dấm,30 ml
3619,495,Muối,10 g
3620,495,Hành tím,2 củ
3621,495,Tỏi,2 tép
3622,495,ớt,3 quả
3623,495,Dầu ăn,10 ml
3624,495,Nước lọc,1 lít
3625,495,"ngò gai , rau ngổ",1 ít
3626,495,Rau nhút,100 g
3627,495,Nấm,100 g
3628,495,Rau muống,100 g
3629,495,Kèo nèo,100 g
3630,495,"Gia vị: nước mắm , đường, tiêu",
3631,496,Cà chua (tuỳ theo cá to hay bé),1-2 quả
3632,496,cá chép hoặc loại cá tuỳ ý,1 con/khúc
3633,496,Dưa chua,
3634,496,"Hành lá , thì là , tỏi, ớt, hành",
3635,496,"Mắm , muối, đường, hạt nêm, bột ngọt, dấm",
3636,497,mì tôm (hãng nào cũng được),1 gói
3638,497,Rau muống,1/2 mớ
3639,497,mực,300 gram
3640,497,Nước mắm,
3642,497,Tiêu,
3643,497,Ớt,
3644,498,Tàu hũ ky,100 g
3645,498,Đậu hũ,200 g
3646,498,Nấm mỡ (dùng nấm rơm sẽ ngon hơn),100 g
3647,498,Thơm ( dứa ),80 g
3648,498,Gừng,5 lát
3649,498,Tiêu xanh,2 nhánh
3650,498,hành,2 cây
3652,498,Nước tương ,2 muỗng canh
3653,498,Đường,1 muỗng canh
3654,498,Dầu hào,1 muỗng canh
3655,498,Tương ớt,1 muỗng canh
3656,498,Nước lọc,5 muỗng canh
3659,500,Miến dong,50 g
3660,500,Đậu hũ non,200 g
3661,500,Nấm đùi gà,100 g
3662,500,(khoảng 100g) Cà chua,1 quả
3663,500,Nước lọc,800 ml
3664,500,Hành lá,2 nhánh
3665,500,Muối,1/2 thìa cà phê
3666,500,Hạt nêm,1 thìa cà phê
3667,501,Nấm kim châm,150 g
3668,501,bột chiên giòn,100 g
3669,501,Cà rốt,20 g
3670,501,Hạt nêm,2 mcf
3671,501,Ớt,1 mcp
3673,501,Rau mùi,
3674,502,bò,"1,5 kg"
3675,502,bún,"1,5 kg"
3676,502,sả,10-12 tép
3677,502,Gừng,
3678,502,thơm,Vài
3680,502,"Rau răm, hành lá",
3681,502,Hành tây,
3682,502,"Rau thơm , giá ..",
3683,502,Huyết heo,
3684,502,Chả,
3685,503,Miến dong,100 g
3686,503,Sườn heo,300 g
3687,503,Nấm tuyết (khô),20 g
3688,503,Nấm đông cô,3 tai
3689,503,Gừng,2 lát
3690,503,Hành tím,2 củ
3691,503,Nước,1 L
3692,503,Muối,1/2 thìa cà phê
3693,503,Tiêu,1/4 thìa cà phê
3694,504,ức gà ,200 g
3695,504,đậu hũ,1 miếng
3696,504,"gia vị: sa tế, nước mắm, hạt nêm, dầu hào, dầu mè, xì dầu, ớt bột /tiêu, hành , dầu ăn",1 ít
3697,505,Bí xanh,1 trái
3698,505,Tôm ,100 g
3699,505,Tỏi (  nhỏ),1 tép
3700,505,Hành lá (cắt nhỏ),2 nhánh
3701,505,Hạt nêm,1 muỗng cà phê
3702,505,Muối,1/3 muỗng cà phê
3703,505,Tiêu ,1/2 muỗng cà phê
3704,505,Nước,800 ml
3705,506,ức gà,500 gr
3706,506,trứng gà,1 trái
3707,506,bột mì,200 gr
3708,506,bột bắp,90 gr
3709,506,bột tỏi,1 mcf
3710,506,bột hành,1 mcf
3711,506,bột nghệ,1/3 mcf
3712,506,muối,1/3 mcf
3713,506,bột ngọt,1/3 mcf
3714,506,hạt nêm,1/2 mcf
3715,506,đường,1 mcf
3716,507,đùi gà,150 gr
3717,507,nấm hương,8 cái
3718,507,gạo lứt,100 gr
3719,507,hành tím,1 củ
3720,507,"Gia vị: Hạt nêm , đường, tiêu",
3721,508,Nấm hương,10 cái
3722,508,Súp lơ trắng,200 g
3723,508,Đậu cô ve,200 g
3724,508,Đường,1 thìa cà phê
3725,508,Muối,1 thìa cà phê
3726,508,"Hạt nêm , dầu ăn",
3727,509,rong biển,30 g
3728,509,bí xanh,1 trái
3729,509,tôm khô,50 g
3730,509,đầu hành,1 mc
3731,509,Gia vị,
3732,510,Tôm ,6 con
3733,510,Phô mai mozzarella,10 g
3734,510,Phô mai cheddar,10 g
3735,510,Rau răm,5 g
3736,510,Muối,1 chén nhỏ
3737,511,Ức gà,1 cái
3738,511,tôm,10 con
3739,511,Hành Tây,1 củ
3740,511,bắp cải,2
3741,511,tắc,5 trái
3742,511,ớt,5 trái
3743,511,hành tím,10 củ
3744,511,nước lọc,500 ml
3745,511,"Gia vị : đường, bột ngọt, dầu ăn",1 chén
3746,512,thịt ba chỉ,250 gr
3747,512,cá hộp,2 lon
3748,512,trứng,8 quả
3749,512,"Tiêu, hạt nêm, nước mắm, đường, bột ớt",
3750,512,Dầu màu điều,
3751,512,"Hành tím , hành lá",
3752,512,Ớt ,
3753,513,rong biển,50 g
3754,513,sốt miso,2 mc
3755,513,tép khô,1 mc
3756,513,Gia vị,
3757,514,trứng gà,4 trái
3758,514,hẹ,20 g
3759,514,nước mắm,2 mc
3760,514,tiêu ,1/3 mcf
3761,514,Dầu ăn,
3762,515,đậu gà ( ngâm trước 8 tiếng),60 g
3763,515,hành,1 củ
3764,515,tiêu,1 thìa café
3765,515,nước tương,2 thìa canh
3766,515,đường mía,1/2 thìa canh
3767,515,muối,1/4 thìa cafe
3768,515,nước lọc,1/2 bát
3769,516,Mít non,500 g
3770,516,Tôm,150 g
3771,516,Da heo,100 g
3772,516,Mỡ heo,100 g
3773,516,Nước mắm,2 muỗng canh
3774,516,Đường,1 muỗng canh
3775,516,Tỏi,2 tép
3776,516,Ớt,1 trái
3777,517,bánh canh,2 cuộn
3778,517,cà chua,100 g
3779,517,nấm đùi gà,300 g
3780,517,phô mai morrazella,200 g
3781,517,"Hành lá , mùi tàu , tiêu, gia vị",
3782,518,heo quay,200 g
3783,518,chả lụa,200 g
3784,518,kim chi,1/3 chén
3785,518,Hành lá,
3786,518,tỏi ,1 mc
3787,518,nước mắm,1/2 chén
3788,518,Gia vị,
3789,519,Đậu rồng ( đỗ khế ),300 gram
3790,519,trứng gà/ vịt,2 quả
3791,519,tiêu ,1 nhúm
3792,519,nước mắm,1 tsp
3793,519,nước lọc,1 tsp
3794,519,mỡ heo,1 tbsp
3795,519,tỏi ,1 tsp
3796,520,Đậu đen,100 g
3797,520,Gạo nếp,400 g
3798,520,Baking soda,1/4 thìa cà phê
3799,520,Muối,1/2 thìa cà phê
3800,520,Dầu dừa,1 thìa canh
3801,520,Dừa ,30 g
3802,520,Muối,20 g
3803,520,(tùy khẩu vị) Đường,20 g
3804,520,"(nước nấu đậu , nước ngâm gạo ) Nước",1
3805,521,Đậu hũ,3 miếng
3806,521,Rong biển,1
3807,521,Bột chiên giòn,1 muỗng canh đầy
3808,521,Hạt nêm,1 ít
3814,523,trứng vịt,4 trái
3815,523,thịt heo xay,100 g
3816,523,nước mắm,1 mc
3817,523,dầu ăn,3 mc
3818,524,gà,1/2 con
3819,524,Gia vị,
3820,525,mướp,1 trái
3821,525,Su su,1 trái
3822,525,củ sắn ( củ đậu ),1
3823,525,Boaro,1 khúc
3824,525,Sả,2 củ
3825,525,Nấm rơm,200 g
3826,525,Măng ,100 g
3827,525,Ớt,3 trái
3828,525,"Muối, hạt nêm",
3829,525,Đường,1-2 muỗng cà phê
3830,525,Bún ,500 g
3831,525,lá é,200 gr
3832,525,"Đậu hũ , tàu hũ ky",
3833,525,Nấm kim châm (tuỳ thích),100 g
3834,526,đùi gà,400-500 g
3835,526,Muối,1 g
3836,526,Tiêu,1 g
3837,526,Trứng gà,1 quả
3838,526,Bột mì,2 muỗng canh
3840,526,Shoyu,1 muỗng canh
3841,526,Giấm,1 muỗng canh
3842,526,Mirin,0.5 muỗng canh
3843,526,Đường,0.5 muỗng canh
3845,526,Mayonnaise,45 g
3846,526,Dưa leo,20 g
3847,526,Hành tây,20 g
3848,526,Trứng luộc,1 quả
3849,527,cánh gà,4 cái
3850,527,đùi gà ,1 cái
3851,527,bột chiên giòn,4 mc
3852,527,Gia vị,
3853,528,cá diêu hồng,1 con
3854,528,xương gà,1 bộ
3855,528,bánh canh,500 g
3856,528,hẹ,20 g
3857,528,hành,10 g
3858,528,Gia vị,
3859,529,thịt bò,500 gram
3860,529,cà rốt,2 củ
3861,529,khoai tây,2 củ
3862,529,hành tây,1 củ
3865,529,hạt nêm,1 tbsp
3866,529,nước mắm,1 tbsp
3867,529,dầu màu điều,1 tbsp
3868,530,rau má,400 g
3869,530,bắp bò,150 g
3870,530,Nước mắm,
3871,530,tỏi ,1 mc
3873,530,bột bắp,1 mc
3874,530,Gia vị,
3875,531,Đậu phụ,4 miếng
3876,531,Sốt tomyum,1 muỗng canh
3877,531,Đường,1 muỗng cà phê
3878,531,Nước tương,1 muỗng canh
3879,531,húng quế,1 nắm nhỏ
3880,531,Dầu ăn,
3881,531,Nước lọc,2-3 muỗng canh
3882,532,Cơm,200 g
3883,532,Đậu gà,100 g
3884,532,Cà rốt,30 g
3885,532,Ớt chuông đỏ,30 g
3886,532,Hành tây,30 g
3887,532,Bắp cải,20 g
3888,532,Xì dầu,2 muỗng canh
3890,532,Dầu ăn,1 muỗng canh
3891,532,Tỏi ,1 muỗng cà phê
3892,532,Gừng,1 muỗng cà phê
3893,532,Mè,1 muỗng cà phê
3894,532,Đường,1 muỗng cà phê
3895,532,Tiêu,1/4 muỗng cà phê
3896,533,sườn heo,500 g
3897,533,củ sen,350 g
3898,533,táo đỏ,10 trái
3899,533,hành lá,Vài nhánh
3900,533,Nước lọc,
3901,533,Gia vị,
3902,534,tôm hùm,1 con (1.1 kg)
3903,534,rượu,2 muỗng canh
3904,534,nước lọc,1/2 chén
3905,535,cá hồi (150-200 gram),1 miếng
3906,535,Cơm,3 bát
3907,535,gừng,1 nhánh
3908,535,cà rốt,1/2 củ
3909,535,dưa chuột,1 quả
3910,535,trứng,1 quả
3911,535,dấm,1 thìa
3912,535,đường,1 thìa
3913,535,mayonnaise,1 thìa
3914,535,dầu ăn,3 thìa
3915,535,dầu mè,1/3 thìa
3916,535,muối,1 ít
3917,535,rong biển,3-4 tấm
3918,536,Dứa,100 g
3919,536,Đậu bắp (cắt xéo dày 2-3cm),100 g
3920,536,Bạc hà,200 gr
3921,536,Cà chua,100 g
3922,536,Măng  (tuỳ chọn),50 g
3923,536,Bông súng,50 g
3924,536,Nước,1 lít
3925,536,Nước mắm,1 muỗng canh
3926,536,Hạt nêm,
3927,536,Ngò om,
3928,536,Ngò gai,
3929,536,Ớt ,
3930,537, bò,500 g
3931,537,nghêu,500 g
3932,537,tôm,500 g
3933,537,cá bông lau,4 lát
3934,537,mực,500 g
3935,537,"Nấm kim châm , nấm linh chi",
3936,537,rau muống,1 bó
3937,537,cải xoăn,1 cây
3938,537,sả,2 cây
3939,537,cà chua,2 trái
3940,537,hành tây,1 củ
3941,537,lẩu Thái,1 gói
3942,537,sốt chấm lẩu,1 gói
3943,537,bún,1 kg
3944,537,Gia vị,
3945,538,(khoảng 400g) Dưa hường,1 quả
3946,538,Tôm khô,30 g
3947,538,ngò rí / ngò gai,3 nhánh
3948,538,Hành lá,2 nhánh
3949,538,Hành tím,1 củ
3950,538,Muối,1/2 muỗng cà phê
3951,538,Nước mắm,1 muỗng canh
3952,538,Dầu ăn,1 muỗng canh
3953,538,Nước lọc,800 ml
3954,538,Tiêu ,1/4 muỗng cà phê
3955,539,cá viên,150 g
3956,539,cải thìa,6 cây
3957,539,Gia vị,
3958,540,Tôm,5 con
3959,540,Bột chiên giòn,1 bịch
3960,540,bột chiên xù,1 bịch
3961,540,trứng gà,1 quả
3962,540,"muối, tiêu, bột tỏi",2 mc
3963,540,Dầu ăn,1 chén
3964,540,nước lọc,1 chén
3965,541,Bí xanh,300 g
3966,541,Mộc nhĩ,1 tai
3967,541,Hạt nêm,1 thìa cà phê
3968,541,Nước lọc hoặc nước ép củ sắn /nước rau củ,800 ml
3969,541,Ngò gai,
3970,542,Rong,1 miếng nhỏ
3971,542,mồng tơi,200 g
3972,542,Đậu hũ,1/2 bìa
3973,542,Hạt nêm ,2-3 muỗng cf
3974,542,Nước mắm,1 muỗng
3975,542,Nước,800 ml
3976,543,bánh mỳ sandwich,4 lát
3977,543,trứng gà,2 quả
3978,543,mayo,2 tbsp
3979,543,mù tạt (dijon mustard ),1 tsp
3980,543,"muối, tiêu",1 nhúm
3981,544,thịt heo,400 g
3982,544,dầu hào,2 muỗng
3983,544,đường,1 muỗng
3984,544,mắm,2 muỗng
3985,544,bột ngọt,1 ít
3986,544,tiêu xanh,4 chùm
3987,544,dầu ăn,2 muỗng
3988,544,hành tím,1 củ
4010,547,mực,4 con
4011,547,nấm rơm,50 g
4012,547,kì trứng,2 vắt
4013,547,Hành lá,
4014,547,Gia vị,
4015,548,củ sen đã làm sạch,200 g
4016,548,nấm hương,10 tai
4017,548,"Nước mắm chay, nước tương, mật mía , tiêu, hành củ",
4018,549,thịt heo,500 g
4019,549,muối ớt,20 g
4020,549,lá chuối,1 ít
4021,550,Lòng đỏ trứng muối,6 cái
4022,550,Whipping cream,45 g
4023,550,Nước cốt dừa,30 g
4024,550,trứng gà,3 cái
4025,550,Bột bắp,20 g
4026,550,"Bột mì (số 8, đa dụng)",20 g
4027,550,Sữa bột,20 g
4028,550,Đường ,40 g
4029,550,Bơ,15 g
4030,551,Cá tầm,3 khứa (khoảng 300g)
4031,551,Giá,100 g
4032,551,Thơm ( dứa ),1/4 trái (khoảng 80g)
4033,551,Cà chua,2 trái (khoảng 120g)
4034,551,Me,30 g
4035,551,"Rau om, ngò gai",10 g
4036,551,Hành tím,2 củ (10g)
4037,551,Ớt bột,1/2 muỗng cà phê
4038,551,Dầu ăn,1 muỗng canh
4039,551,Nước mắm,1 muỗng canh
4040,551,Muối,1/2 muỗng cà phê
4041,551,Đường,1 muỗng cà phê
4042,551,Nước,800 ml
4047,553,mì,2 lọn
4048,553,cà chua,1 trái
4049,553,trứng gà,2 quả
4050,553,hành,2 tép
4051,553,bột nêm,2 mcf
4052,553,tiêu,1/2 mcf
4053,553,đường,1/2 mcf
4054,554,thịt ba chỉ,2 lbs
4055,554,dầu mè,1 tbsp
4056,554,dầu hào,2 tbsp
4057,554,gourmet sauce,2 tbsp
4058,554,"hồi, lá thơm",4 tai
4059,554,dầu màu điều,1 tbsp
4060,554,bột tỏi,1 tbsp
4061,554,táo tàu,1 chén
4062,554,"gừng , hành lá , ớt chuông",1 miếng
4063,554,rau cải thìa,1 bó
4084,556,đậu hũ,3 túi
4085,556,bột chiên xù,100 g
4086,556,bột bắp ( corn starch không phải corn flour ạ),30 gr
4087,556,trứng gà,2 quả
4088,557,Bánh tráng,24 cái
4089,557,Củ sắn,400 g
4090,557,Lạp xưởng,2 cây
4091,557,Lạp xưởng,2 cây
4092,557,Chả quế,200 g
4093,557,Dầu ăn,1 muỗng cà phê
4094,557,Hột gà,2 quả
4095,557,Xốt tương mè Kewpie,4 muỗng canh
4096,557,Mật dừa nước,1 muỗng canh
4097,557,Tương đen,4 muỗng canh
4098,557,Tương ớt,1 muỗng canh
4099,557,"xà lách , húng thơm , húng quế",
4100,558,mực ,2 con
4101,558,cà chua,4 trái
4103,558,hành,1 mcf
4104,558,Gia vị,
4105,559,măng ,200-300 gram
4106,559," nấm hương , nấm lộc nhung",30-50 gram
4107,559,hành,4/5 củ
4108,559,muối,1 bát
4109,559,dầu ăn,1 bát con
4110,559,hạt nêm/ dầu hào,2 thìa
4111,559,muối,1 thìa
4112,560,Bánh phở,100 g
4113,560,Mực,200 g
4114,560,Tôm,200 g
4115,560,trứng gà,1 quả
4116,560,hẹ,30 g
4117,560,giá,50 g
4118,560,Đậu phộng,20 g
4119,560,Muối,1/4 muỗng cà phê
4120,560,Hạt nêm,1 muỗng cà phê
4121,560,Nước mắm,1 muỗng canh
4122,560,Tiêu,1/4 muỗng cà phê
4123,560,Hành tím,1 củ
4124,560,Dầu ăn,2 muỗng canh
4125,561,đuôi heo,250 gr
4126,561,cà rốt,300 gr
4127,561,hành tím,3 củ
4128,561,hành lá,3 tép
4129,561,"Gia vị: muối, hạt nêm, nước mắm , bột ngọt, tiêu",
4130,562,thịt heo,300 g
4131,562,Cơm,
4133,562,Gia vị,
4134,563,Gà,1.4 kg
4135,563,Hành lá,30 g
4136,563,Sả,3 cây
4137,563,Ớt,2 trái
4138,563,Hành tím,3 củ
4139,563,Tỏi,4 tép
4140,563,Rượu,1.5 chén
4141,563,(khoảng 400ml) Nước dừa,1 trái
4142,563,Muối,1 thìa cà phê
4143,563,Đường,1 thìa cà phê
4144,563,Nước mắm,2 thìa canh
4145,563,Cải bẹ / cải ngồng,200 g
4146,563,Cải thảo,200 g
4147,563,Muối,1 chén nhỏ
4148,564,bún,200 g
4149,564,đậu tây,100 g
4150,565,Đậu cô ve,200 g
4151,565,Nấm đông cô (hoặc nấm hương khô ),5 tai
4152,565,Muối,1/2 thìa cà phê
4153,565,Đường,1/2 thìa cà phê
4154,565,Hạt nêm,1 thìa cà phê
4155,566,cá chim,2 bộ
4156,566,thơm,1/4 trái
4157,566,mắm,1.5 mc
4158,566,đường,1 mc
4159,566,"muối, hạt nêm, bột ngọt, tiêu, ớt, hành tím , nước màu",xíu
4160,566,nước lọc / nước dừa,1/2 chén
4161,567,Thịt gà,200 gr
4162,567,Lòng gà,2 bộ
4163,567,Bánh ướt,400 gr
4164,567,Rau răm,1 ít
4165,567,Húng quế,1 ít
4166,567,Hành,3 tsp
4167,567,đậu phộng,3 tsp
4169,568,Cá hú,3 khứa (300g)
4170,568,Đậu bắp,5 trái
4171,568,Cà chua,2 trái
4172,568,Bạc hà ( dọc mùng ),1 cây
4173,568,Thơm ( dứa ),1/4 trái
4174,568,Me chua,20 g
4175,568,Ớt,1 trái
4176,568,"Rau ngò, ngổ",2 nhánh
4177,568,Nước mắm,1 muỗng canh
4178,568,Đường,2 muỗng cà phê
4179,568,Muối,1/2 muỗng cà phê
4180,568,Nước,1 lít
4181,569,ếch,3 con
4182,569,bột áo khô,1 gói
4183,569,sả,6 tép
4184,569,nước mắm,2mc
4185,570,mực lá,500 g
4186,570,hành tây,1 củ
4187,570,cà chua,2 trái
4188,570,hành lá,5 cây
4189,570,ngò rí,2 cây
4190,570,dầu hào,1 muỗng
4191,570,mắm,1 muỗng cafe
4192,570,muối,1 ít
4193,570,bột ngọt (tuỳ thích),1 ít
4194,570,ỏi,1 củ t
4195,570,tiêu,1/2 muỗng cafe
4196,570,dầu ăn,1-2 muỗng
4197,571,mướp ,2 trái
4198,571,rong biển,1 nắm
4199,571,thịt heo xay,100 g
4200,571,tép khô,20 g
4201,571,sốt miso,1 mc
4202,571,hạt nêm,Ít
4203,572,thịt heo,400 g
4204,572,cà chua,3 trái
4205,572,hành lá,20 g
4206,572,Gia vị,
4207,573,khô mực,200 gr
4208,573,Ớt ,
4209,573,Hành lá,
4210,573,Đường,
4211,573,Dầu ăn,
4212,573,Bột ngọt,
4213,573,nước mắm,
4214,574,lòng heo,800 gr
4215,574,hành tây,1 củ
4216,574,hẹ,150 gr
4217,574,nghệ  ,1 chén nhỏ
4218,574,hành,
4219,574,dầu ăn,2 muỗng canh
4220,574,bún ,1 kg
4221,574,"Gia vị: Nước mắm , đường, bột ngọt, tiêu",
4222,575,Hành tím,3 củ
4223,575,Nước,3 lít
4225,575,"Hành lá , ngò rí",1 ít
4226,575,Tiêu,1/2 muỗng cà phê
4227,575,Muối,1 muỗng cà phê
4228,575,Hạt nêm,2 muỗng canh
4229,575,Bột ngọt,1 muỗng cà phê
4230,575,Đường,2 muỗng canh
4231,575,ruốc Huế,2 muỗng cà phê
4232,575,Nước mắm,2 muỗng canh
4233,575,Bún ,1 kg
4234,575,Cà chua,2 quả
4235,575,Thơm ( dứa ),1/4 trái
4236,575,Bắp cải,1/4 cái
4237,575,Cà rốt,1 củ
4238,575,Su su,1 quả
4239,575,Bắp ngọt,1 trái
4240,575,Chả cá,500 g
4241,575,cá ngừ,1 con
4242,576,Trứng cút,30 quả
4243,576,Hành lá,10 g
4244,576,Hành,15 g
4245,576,Tương ớt,20 ml
4246,576,Xì dầu,20 ml
4247,576,Dầu ăn,30 ml
4248,577,đậu bắp,400 gam
4249,577,nấm đông cô ,12 cái
4250,577,dầu ăn,2 tbsp
4251,577,tỏi ,1 tbsp
4252,577,hạt nêm,1 tsp
4253,577,bột ngọt,1/4 tsp
4254,577,dầu hào,1 tbsp
4255,577,tiêu,1/4 tsp
4256,577,ngò,1 nhánh
4257,578,ếch ,1 kg
4258,578,bạc hà,1 bó
4259,578,lá giang,1 bó
4260,578,ớt,1-2 trái
4261,579,thịt ba chỉ,600 g
4262,579,tôm,500 g
4263,579,đậu hũ,1 miếng
4265,579,bún,500 g
4266,579,bánh tráng,1 xấp
4267,579,Nước mắm,
4268,580,thịt ba chỉ,2 lbs
4269,580,trứng,10 trái
4270,580,nước dừa,1 hộp
4271,580,"Gia vị : nước màu , nước mắm , đường",
4272,581,củ cải ,400 gr
4273,581,cà rốt,100 gr
4274,581,đường,66 gr
4275,581,giấm,90 ml
4276,581,muối,10 gr
4277,581,nước,180 ml
4278,582,nấm lộc nhung,50 gr
4279,582,cà rốt,1/2 củ
4280,582,cần tây,100 gr
4281,582,nấm mèo,1 tai
4282,582,"Muối, tiêu",
4283,582,nước tương,1 tbsp
4284,582,tỏi  hoặc poro,1 mcf
4285,583,Cá chim,1 con (khoảng 800g)
4286,583,Bún tàu,1 vắt (khoảng 50g)
4287,583,Dầu mè,1 muỗng canh
4288,583,Nước tương,1 muỗng canh
4289,583,Dầu hào,1 muỗng canh
4290,583,Đường,1 muỗng canh
4291,583,ớt bột,1/2 muỗng cà phê
4292,583,Hành lá,2 cây
4293,583,hành ,1 củ nhỏ
4294,583,Gừng,1 nhánh (khoảng 20g)
4295,583,Tiêu,nhiều (tùy khẩu vị)
4296,584,Sò điệp,100 g
4297,584,Bong bóng cá,50 g
4298,584,Nấm đùi gà,50 g
4300,584,Cà rốt,30 g
4301,584,Ngò rí,10 g
4302,584,Tiêu,1 g
4303,584,Dầu mè,5 ml
4304,584,(hòa tan với 30ml nước) Bột bắp,10 g
4305,584,Hành phi,10 g
4306,584,Trứng gà,1 quả
4307,584,Hành lá,10 g
4308,584,Muối,3 g
4309,584,Nước mắm,5 ml
4310,585,sườn non,400 g
4311,585,khoai mỡ,250 g
4312,585,muối,1 ít
4313,585,hành tím,2 củ
4314,585,bột ngọt (tuỳ thích),1 ít
4315,585,hành lá,2 cây
4316,585,ngò rí,2 cây
4317,585,tiêu ,1 ít
4318,586,khoai tây,2 củ
4319,586,cà chua,2 quả
4320,586,cần nước,1/3 bó
4321,586,"hành lá , thì là",1 nắm
4322,586,tỏi,2 tép
4323,586,hành,1 củ
4324,586,nước mắm (hoặc 1 thìa bột canh),2 thìa
4325,586,hạt nêm hoặc bột ngọt,1/2 thìa
4326,586,dầu ăn,3 thìa
4327,586,nước lọc hoặc nước dùng xương,1 bát
4328,587,trứng gà hoặc 2 trứng gà lớn,4 quả
4329,587,Tôm,4 con
4330,587,Nước dashi,
4331,587,hành lá,
4332,587,dầu mè,
4333,588,Rau đay,50 g
4334,588,Mồng tơi,50 g
4335,588,Mướp,1 quả (khoảng 150g)
4336,588,Tôm khô,20 g
4337,588,Thịt xay,50 g
4338,588,Nước,1200 ml
4339,588,Hành tím,1 củ
4340,588,Dầu ăn,1 muỗng cà phê
4341,588,Muối,1/2 muỗng cà phê
4342,588,Hạt nêm,1 muỗng cà phê
4343,589,thịt heo ,400 g
4344,589,cải chua,300 g
4345,589,tỏi,1 củ
4346,589,dầu ăn (bạn có thể cho thêm theo ý),1 muỗng
4347,589,mắm,1 muỗng
4348,589,muối,1 ít
4349,589,bột ngọt,1 ít
4354,591,cánh gà,4-5 miếng
4355,591,Lòng đỏ trứng muối,2 quả
4356,591,dầu ăn,1 bát
4357,591,dầu mè,1 thìa
4358,592,Lòng gà,500 g
4359,592,Bạc hà,400 g
4360,592,Lá giang,50 g
4361,592,gia vị,
4362,592,tỏi,
4363,593,gạo nếp,200 gram
4364,593,đậu đỏ,50-70 gram
4365,593,muối,1 thìa nhỏ
4366,593,dầu ăn,1 thìa
4367,594,thịt bò,300 g
4368,594,súp lơ trắng,1
4369,594,tỏi,2-3 tép
4370,594,hạt nêm,2 tsp
4371,594,dầu hào,1 tbsp
4372,594,tiêu,1 tsp
4373,594,dầu ăn,1 tbsp
4374,595,Xương heo,400 g
4375,595,Cải chua,200 g
4376,595,ngò gai,1 ít
4377,595,Hành tím,2 củ
4378,595,Dầu ăn,1 muỗng canh
4379,595,Nước,1 lít
4380,595,Muối,1/2 muỗng cà phê
4381,595,Đường,1/2 muỗng cà phê
4382,595,Nước mắm,1 muỗng canh
4383,596,trứng,2
4384,596,nước,150 ml
4385,596,muối (pinch),1/5mcf 
4386,597,cánh gà,600 g
